model,graph_type,seed,best_val_acc,test_acc_at_best_val,gate_local_similarity_corr,elapsed_sec
mlp,heterophily,0,0.6333333253860474,0.6603174805641174,nan,13.666663885116577
mlp,heterophily,1,0.6500000357627869,0.6809523701667786,nan,1.3917644023895264
mlp,heterophily,2,0.7444444894790649,0.6555555462837219,nan,1.9920086860656738
mlp,heterophily,3,0.7166666984558105,0.6523809432983398,nan,1.7909846305847168
mlp,heterophily,4,0.6333333253860474,0.5968254208564758,nan,1.907646656036377
gcn,heterophily,0,0.8277778029441833,0.7587301731109619,nan,7.317995071411133
gcn,heterophily,1,0.8444444537162781,0.8015872836112976,nan,6.340156555175781
gcn,heterophily,2,0.8555555939674377,0.8047618865966797,nan,8.32219934463501
gcn,heterophily,3,0.8111111521720886,0.776190459728241,nan,4.829790353775024
gcn,heterophily,4,0.8333333730697632,0.800000011920929,nan,5.975178241729736
linear_gt,heterophily,0,0.8666666746139526,0.8063492178916931,nan,35.89683723449707
linear_gt,heterophily,1,0.8777778148651123,0.882539689540863,nan,35.07102370262146
linear_gt,heterophily,2,0.8722222447395325,0.7857142686843872,nan,18.437913417816162
linear_gt,heterophily,3,0.8388888835906982,0.803174614906311,nan,15.66117238998413
linear_gt,heterophily,4,0.8444444537162781,0.8190476298332214,nan,29.573803186416626
reliability_gt,heterophily,0,0.8444444537162781,0.8142857551574707,0.024318264650367863,22.54990291595459
reliability_gt,heterophily,1,0.8888888955116272,0.8777778148651123,-0.31311787239075367,24.06441569328308
reliability_gt,heterophily,2,0.8722222447395325,0.8158730268478394,0.01287151768976293,18.204771757125854
reliability_gt,heterophily,3,0.8722222447395325,0.8476190567016602,0.2516368789764184,21.608845472335815
reliability_gt,heterophily,4,0.8666666746139526,0.8333333730697632,0.297687647247094,36.792781829833984
mlp,homophily,0,0.6333333253860474,0.6603174805641174,nan,2.1363537311553955
mlp,homophily,1,0.6500000357627869,0.6809523701667786,nan,1.4500677585601807
mlp,homophily,2,0.7444444894790649,0.6555555462837219,nan,1.5010364055633545
mlp,homophily,3,0.7166666984558105,0.6523809432983398,nan,1.6445012092590332
mlp,homophily,4,0.6333333253860474,0.5968254208564758,nan,1.666881799697876
gcn,homophily,0,1.0,0.9984127283096313,nan,3.2097485065460205
gcn,homophily,1,0.9944444894790649,0.9984127283096313,nan,4.410460948944092
gcn,homophily,2,0.9944444894790649,0.9968253970146179,nan,4.017228603363037
gcn,homophily,3,1.0,0.9968253970146179,nan,3.2520782947540283
gcn,homophily,4,1.0,0.9920635223388672,nan,3.1747028827667236
linear_gt,homophily,0,0.9666666984558105,0.9492063522338867,nan,3.50262451171875
linear_gt,homophily,1,0.9166666865348816,0.944444477558136,nan,1.1061806678771973
linear_gt,homophily,2,0.944444477558136,0.9142857193946838,nan,0.9143447875976562
linear_gt,homophily,3,0.9722222685813904,0.9126984477043152,nan,1.2981653213500977
linear_gt,homophily,4,0.8833333253860474,0.8809524178504944,nan,0.923161506652832
reliability_gt,homophily,0,0.9777777791023254,0.9682539701461792,-0.07170341852022084,1.63852858543396
reliability_gt,homophily,1,0.9500000476837158,0.9793651103973389,-0.012793032760500804,16.251583337783813
reliability_gt,homophily,2,0.9777777791023254,0.9698413014411926,0.18681754648570306,0.908780574798584
reliability_gt,homophily,3,0.9888889193534851,0.9380952715873718,0.2785422163848961,1.534524917602539
reliability_gt,homophily,4,0.9500000476837158,0.9428571462631226,-0.005517753899129038,0.955186128616333
mlp,noisy,0,0.5444444417953491,0.5682539939880371,nan,0.1175222396850586
mlp,noisy,1,0.5833333730697632,0.5984126925468445,nan,0.20236420631408691
mlp,noisy,2,0.6555555462837219,0.565079391002655,nan,0.10950922966003418
mlp,noisy,3,0.6388888955116272,0.5587301850318909,nan,0.10861015319824219
mlp,noisy,4,0.5666666626930237,0.5206349492073059,nan,0.10303425788879395
gcn,noisy,0,0.8055555820465088,0.8015872836112976,nan,0.32492494583129883
gcn,noisy,1,0.7555555701255798,0.8174603581428528,nan,0.36026430130004883
gcn,noisy,2,0.8333333730697632,0.779365062713623,nan,0.45397114753723145
gcn,noisy,3,0.8166666626930237,0.8111110925674438,nan,0.3133859634399414
gcn,noisy,4,0.7666667103767395,0.7634920477867126,nan,0.39327239990234375
linear_gt,noisy,0,0.6111111044883728,0.5714285969734192,nan,1.0149998664855957
linear_gt,noisy,1,0.6666666865348816,0.6523809432983398,nan,9.441105842590332
linear_gt,noisy,2,0.6666666865348816,0.620634913444519,nan,8.706060409545898
linear_gt,noisy,3,0.6666666865348816,0.5984126925468445,nan,0.7682704925537109
linear_gt,noisy,4,0.5555555820465088,0.5111111402511597,nan,0.6551055908203125
reliability_gt,noisy,0,0.5944444537162781,0.5460317730903625,0.29926444969224597,1.8055472373962402
reliability_gt,noisy,1,0.6500000357627869,0.6650793552398682,-0.1705020997917441,1.290956735610962
reliability_gt,noisy,2,0.6611111164093018,0.6396825313568115,0.15813969008297518,1.5093693733215332
reliability_gt,noisy,3,0.699999988079071,0.6253968477249146,-0.32363475768017436,1.0821447372436523
reliability_gt,noisy,4,0.5111111402511597,0.5190476179122925,-0.005566006239474553,1.0531508922576904
