adjustment_max,adjustment_mean,alpha_auc_for_local_preference,alpha_corr_control_input_mean,alpha_corr_degree_test,alpha_corr_local_advantage,alpha_corr_local_minus_global_correct,alpha_corr_local_similarity_test,alpha_corr_neighbor_variance_test,alpha_corr_raw_degree,alpha_corr_raw_local_similarity,alpha_corr_raw_neighbor_variance,alpha_corr_raw_rwse,alpha_corr_rwse_test,alpha_corr_signed_preference,alpha_gap_local_minus_global,alpha_high_quantile,alpha_low_quantile,alpha_mean,alpha_mean_test,alpha_spearman_degree_test,alpha_spearman_local_similarity_test,alpha_spearman_neighbor_variance_test,alpha_spearman_rwse_test,alpha_std,alpha_std_test,best_epoch,control_mode,dataset,expert_alignment_available,family,global_preference_count,high_alpha_local_preference_rate,local_preference_count,low_alpha_global_preference_rate,mean_alpha_both_correct,mean_alpha_both_wrong,mean_alpha_global_win_nodes,mean_alpha_local_win_nodes,payload_path,preference_count,relation_abs_mean,relation_norm_mean,relation_state_norm_mean,relation_to_base_norm,relation_update_gate_mean,relation_update_gate_std,run,seed,split,test_acc_at_best_val,test_correct_rate,test_primary_at_best_val
0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.75,0.75,0.75,nan,nan,nan,nan,0.0,0.0,-1,combined,Amazon-ratings,0,iterative_relation_finetune,0,nan,0,nan,nan,nan,nan,nan,/sdb/data_public/wanghan/Reliability-Aware/experiments/reliability_routing/outputs/iter_relation_mechanism_v1/_node_diagnostics/Amazon-ratings/iterative_relation_finetune_combined/split0_seed0.pt,0,0.0,0.0,3.190499782562256,0.0,0.4961759150028229,0.17065013945102692,0:0,0,0,0.4775436818599701,0.4775436818599701,0.4775436818599701
0.09991902112960815,0.06987962126731873,nan,-0.5693500314219908,-0.31682346188339566,nan,nan,0.08577219003645511,-0.05376428856463726,-0.3105323032374072,0.08026667875077385,-0.0642067403230667,-0.605261469145761,-0.6292612774426276,nan,nan,0.8020462393760681,0.7969348430633545,0.7992550134658813,0.7992377877235413,-0.39211953477925404,0.06786780854723999,-0.04461275648124414,-0.6699385366399871,0.0588371716439724,0.003531499532982707,198,combined,Amazon-ratings,0,iterative_relation_finetune,0,nan,0,nan,nan,nan,nan,nan,/sdb/data_public/wanghan/Reliability-Aware/experiments/reliability_routing/outputs/iter_relation_mechanism_v1/_node_diagnostics/Amazon-ratings/iterative_relation_finetune_combined/split1_seed0.pt,0,0.05124283954501152,0.5908467173576355,7.600884914398193,0.5929046273231506,0.5455537438392639,0.45624634623527527,1:0,0,1,0.4806467294692993,0.4806467294692993,0.4806467294692993
0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.75,0.75,0.75,nan,nan,nan,nan,0.0,0.0,-1,combined,Amazon-ratings,0,iterative_relation_finetune,0,nan,0,nan,nan,nan,nan,nan,/sdb/data_public/wanghan/Reliability-Aware/experiments/reliability_routing/outputs/iter_relation_mechanism_v1/_node_diagnostics/Amazon-ratings/iterative_relation_finetune_combined/split2_seed0.pt,0,0.0,0.0,3.155271291732788,0.0,0.49328407645225525,0.17210403084754944,2:0,0,2,0.47084760665893555,0.47084763646125793,0.47084760665893555
0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.5,0.5,0.5,nan,nan,nan,nan,0.0,0.0,-1,combined,Amazon-ratings,0,iterative_relation_finetune,0,nan,0,nan,nan,nan,nan,nan,/sdb/data_public/wanghan/Reliability-Aware/experiments/reliability_routing/outputs/iter_relation_mechanism_v1/_node_diagnostics/Amazon-ratings/iterative_relation_finetune_combined/split3_seed0.pt,0,0.0,0.0,2.8285350799560547,0.0,0.4823572635650635,0.15397754311561584,3:0,0,3,0.4484729766845703,0.4484729766845703,0.4484729766845703
0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,0.0,0.0,-1,combined,Amazon-ratings,0,iterative_relation_finetune,0,nan,0,nan,nan,nan,nan,nan,/sdb/data_public/wanghan/Reliability-Aware/experiments/reliability_routing/outputs/iter_relation_mechanism_v1/_node_diagnostics/Amazon-ratings/iterative_relation_finetune_combined/split4_seed0.pt,0,0.0,0.0,2.0209507942199707,0.0,0.49580609798431396,0.09469117969274521,4:0,0,4,0.4716642200946808,0.4716642200946808,0.4716642200946808
0.09991180896759033,0.06648578494787216,nan,-0.6709199854464508,-0.5566412662640008,nan,nan,0.016747965841657386,-0.044580308328313015,-0.5561678603067193,-0.009416090224644244,-0.039518366342695385,-0.6099494156846236,-0.6165345379307311,nan,nan,0.7966574430465698,0.790769100189209,0.7936727404594421,0.7937034964561462,-0.6059076701706771,0.011809256687106725,-0.043659789043105544,-0.6560375558552112,0.06018712744116783,0.003957506734877825,199,combined,Amazon-ratings,0,iterative_relation_finetune,0,nan,0,nan,nan,nan,nan,nan,/sdb/data_public/wanghan/Reliability-Aware/experiments/reliability_routing/outputs/iter_relation_mechanism_v1/_node_diagnostics/Amazon-ratings/iterative_relation_finetune_combined/split5_seed0.pt,0,0.046445053070783615,0.5414286851882935,7.503806114196777,0.5825163125991821,0.456880122423172,0.4519893229007721,5:0,0,5,0.4844030737876892,0.4844030737876892,0.4844030737876892
0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,0.0,0.0,-1,combined,Amazon-ratings,0,iterative_relation_finetune,0,nan,0,nan,nan,nan,nan,nan,/sdb/data_public/wanghan/Reliability-Aware/experiments/reliability_routing/outputs/iter_relation_mechanism_v1/_node_diagnostics/Amazon-ratings/iterative_relation_finetune_combined/split6_seed0.pt,0,0.0,0.0,2.0045673847198486,0.0,0.4973319172859192,0.0918673574924469,6:0,0,6,0.46692797541618347,0.46692797541618347,0.46692797541618347
0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,nan,nan,nan,nan,0.0,0.0,-1,combined,Amazon-ratings,0,iterative_relation_finetune,0,nan,0,nan,nan,nan,nan,nan,/sdb/data_public/wanghan/Reliability-Aware/experiments/reliability_routing/outputs/iter_relation_mechanism_v1/_node_diagnostics/Amazon-ratings/iterative_relation_finetune_combined/split7_seed0.pt,0,0.0,0.0,2.0164389610290527,0.0,0.494498610496521,0.09297356009483337,7:0,0,7,0.4634982943534851,0.4634982943534851,0.4634982943534851
0.09992724657058716,0.06705792993307114,nan,-0.6510294639103003,-0.216816068406971,nan,nan,-0.41676442092601657,0.35391640458257456,-0.20609231496137165,-0.42691899246579107,0.3654288563708942,-0.6742208416971246,-0.6759723671626878,nan,nan,0.7941305637359619,0.7883376479148865,0.7912877798080444,0.7912928462028503,-0.31186558630556743,-0.4320520006432668,0.358868498563275,-0.6951352277866982,0.062011703848838806,0.0034428967628628016,189,combined,Amazon-ratings,0,iterative_relation_finetune,0,nan,0,nan,nan,nan,nan,nan,/sdb/data_public/wanghan/Reliability-Aware/experiments/reliability_routing/outputs/iter_relation_mechanism_v1/_node_diagnostics/Amazon-ratings/iterative_relation_finetune_combined/split8_seed0.pt,0,0.0413178950548172,0.48009875416755676,7.725050926208496,0.605573296546936,0.5446856617927551,0.4590946137905121,8:0,0,8,0.48325982689857483,0.48325982689857483,0.48325982689857483
0.09993040561676025,0.0690934881567955,nan,-0.3153839298147994,0.1299065112527599,nan,nan,-0.24233963491436172,0.25432003363674793,0.1415280262045536,-0.23884070995604212,0.25807394098401054,-0.43047264156101567,-0.43820539606266706,nan,nan,0.798942506313324,0.7956689596176147,0.7972407937049866,0.7972254753112793,0.04928327470958915,-0.2684160559228214,0.2705364963200584,-0.4513208251419317,0.06024206429719925,0.00213929102756083,192,combined,Amazon-ratings,0,iterative_relation_finetune,0,nan,0,nan,nan,nan,nan,nan,/sdb/data_public/wanghan/Reliability-Aware/experiments/reliability_routing/outputs/iter_relation_mechanism_v1/_node_diagnostics/Amazon-ratings/iterative_relation_finetune_combined/split9_seed0.pt,0,0.04344815015792847,0.4954051077365875,7.671761512756348,0.5746146440505981,0.5333368182182312,0.46553653478622437,9:0,0,9,0.4791768789291382,0.4791768789291382,0.4791768789291382
