dataset,model,run,split,seed,best_epoch,best_val_acc,best_val_loss,test_acc_at_best_val,reliability_components,normalize_features,rw_steps,rw_samples,qk_strength_init,fixed_qk_strength,elapsed_sec,training_profile,optimizer,effective_hidden_dim,effective_dropout,effective_lr,effective_weight_decay,effective_epochs,effective_patience,selection_metric,early_stopping_rule,qk_strength_mean,qk_strength_layer1,qk_strength_layer2,qk_gamma_q_abs_dev_mean,qk_gamma_k_abs_dev_mean,qk_gamma_q_std,qk_gamma_k_std,qk_gamma_q_abs_dev_max,qk_gamma_k_abs_dev_max,gate_corr_degree,gate_corr_local_similarity,gate_corr_neighbor_variance,gate_corr_rwse_mean,gate_corr_layer1_local_similarity,gate_corr_layer2_local_similarity,gate_mean,gate_std,gate_min,gate_max,local_branch_norm_mean,global_branch_norm_mean,mixed_branch_norm_mean,local_global_cosine_mean,local_branch_norm_mean_layer1,global_branch_norm_mean_layer1,mixed_branch_norm_mean_layer1,local_global_cosine_mean_layer1,gate_mean_layer1,gate_std_layer1,gate_min_layer1,gate_max_layer1,local_branch_norm_mean_layer2,global_branch_norm_mean_layer2,mixed_branch_norm_mean_layer2,local_global_cosine_mean_layer2,gate_mean_layer2,gate_std_layer2,gate_min_layer2,gate_max_layer2
Citeseer,reliability_gt,0:0,0,0,40,0.6360000371932983,1.6944975852966309,0.6100000143051147,"degree,local_similarity,neighbor_variance,rwse",True,4,128,-5.0,nan,2.78635835647583,standard,adamw,64,0.3,0.003,0.0001,500,100,val_acc,patience,0.006771635031327605,0.006684259045869112,0.0068590110167860985,0.00018453437951393425,0.00023483573750127107,0.0002529518387746066,0.0003256245399825275,0.0017513036727905273,0.0019951164722442627,0.08362993280046986,-0.09518519744260794,0.12860544878532917,-0.08992814235364092,-0.2414667731695266,-0.008830054482666284,0.65301513671875,0.08981858193874359,0.4346752166748047,0.9250850677490234,3.185920238494873,1.4252842664718628,1.977221131324768,-0.44599953293800354,0.3306657671928406,0.6632056832313538,0.10474012792110443,-0.8978590965270996,0.695730447769165,0.04881427809596062,0.5075550079345703,0.8593409657478333,6.04117488861084,2.1873629093170166,3.8497021198272705,0.005860029254108667,0.6102998852729797,0.13082288205623627,0.36179545521736145,0.9908291101455688
Citeseer,reliability_gt,0:1,0,1,60,0.64000004529953,1.7609049081802368,0.6240000128746033,"degree,local_similarity,neighbor_variance,rwse",True,4,128,-5.0,nan,2.316563844680786,standard,adamw,64,0.3,0.003,0.0001,500,100,val_acc,patience,0.0067267282865941525,0.006686507724225521,0.006766948848962784,0.00021734538313467056,0.0003114530409220606,0.00028149824356660247,0.000430121086537838,0.0018000602722167969,0.0024243593215942383,0.14549581937507702,-0.044993788259274435,0.13457248269114636,-0.18412607224658128,0.16823405510836356,-0.09933798490111928,0.5515329241752625,0.09357120841741562,0.309478759765625,0.7886240482330322,2.7924768924713135,1.3542308807373047,1.503763198852539,-0.39048799872398376,0.33482223749160767,0.5980892777442932,0.08577390015125275,-0.9285727739334106,0.6430894732475281,0.04732174053788185,0.4798552691936493,0.7586408257484436,5.250131607055664,2.110372543334961,2.921752452850342,0.1475967913866043,0.45997634530067444,0.13982068002223969,0.1391022652387619,0.8186073303222656
Citeseer,reliability_gt,0:2,0,2,33,0.6660000085830688,1.3368996381759644,0.609000027179718,"degree,local_similarity,neighbor_variance,rwse",True,4,128,-5.0,nan,1.8991680145263672,standard,adamw,64,0.3,0.003,0.0001,500,100,val_acc,patience,0.00678796973079443,0.006694039795547724,0.006881899666041136,0.00018458181875757873,0.0002343417436350137,0.0002492740168236196,0.00033426249865442514,0.0019542574882507324,0.002482116222381592,0.12503899656777476,-0.1583927436960719,0.12874209443627327,-0.1774455931740163,-0.028949964337467216,-0.15690962253754223,0.6023780107498169,0.09750121831893921,0.3152553141117096,0.8353443145751953,2.7975189685821533,1.5416662693023682,1.6908727884292603,-0.37977665662765503,0.402103066444397,0.6666301488876343,0.10079067945480347,-0.9256906509399414,0.6282618045806885,0.03546278178691864,0.5002726912498474,0.7200480103492737,5.192934989929199,2.4167025089263916,3.2809548377990723,0.16613730788230896,0.5764942765235901,0.15953965485095978,0.13023792207241058,0.9506406188011169
Citeseer,reliability_gt,0:3,0,3,204,0.6480000019073486,2.338531494140625,0.6030000448226929,"degree,local_similarity,neighbor_variance,rwse",True,4,128,-5.0,nan,4.308239698410034,standard,adamw,64,0.3,0.003,0.0001,500,100,val_acc,patience,0.007068288512527943,0.006701056845486164,0.007435520179569721,0.00034363579470664263,0.0003353152424097061,0.0004318183637224138,0.00045991496881470084,0.001933068037033081,0.0025773942470550537,0.16587762321628877,0.02347888884596916,0.13663810245667038,-0.1586241234888092,-0.039568935423878446,0.030310264229770307,0.5657896995544434,0.13582129776477814,0.22076666355133057,0.8813958168029785,3.243825912475586,0.8758667707443237,1.7001628875732422,-0.46918487548828125,0.3336336612701416,0.5581966042518616,0.06814884394407272,-0.9528964757919312,0.6283465027809143,0.04093577712774277,0.3881537616252899,0.7769261598587036,6.154017925262451,1.1935369968414307,3.332176923751831,0.014526711776852608,0.5032328367233276,0.2307068109512329,0.05337958037853241,0.9858654737472534
Citeseer,reliability_gt,0:4,0,4,23,0.6240000128746033,1.263083815574646,0.6140000224113464,"degree,local_similarity,neighbor_variance,rwse",True,4,128,-5.0,nan,1.7733101844787598,standard,adamw,64,0.3,0.003,0.0001,500,100,val_acc,patience,0.006751425797119737,0.006713357288390398,0.006789494305849075,0.0001658356050029397,0.00022247244487516582,0.00021774388733319938,0.0003071476239711046,0.0013331770896911621,0.002076566219329834,-0.2757199756235025,-0.06778524613904928,-0.1902090164794761,-0.11183760532282834,-0.26339637238391445,0.024674395921436623,0.5170302391052246,0.08440101146697998,0.3300092816352844,0.7904914617538452,2.7285854816436768,1.5356459617614746,1.376659870147705,-0.4276980757713318,0.47279638051986694,0.6857401132583618,0.09612105041742325,-0.9463948011398315,0.5964254140853882,0.04847434535622597,0.44011807441711426,0.7363892793655396,4.984374523162842,2.385551929473877,2.657198667526245,0.09099864959716797,0.43763500452041626,0.12032768130302429,0.2199004590511322,0.8445935845375061
Citeseer,reliability_gt,0:5,0,5,81,0.6180000305175781,1.9619946479797363,0.6210000514984131,"degree,local_similarity,neighbor_variance,rwse",True,4,128,-5.0,nan,2.527493953704834,standard,adamw,64,0.3,0.003,0.0001,500,100,val_acc,patience,0.006854791194200516,0.006686124484986067,0.007023457903414965,0.0003208216221537441,0.0003328523598611355,0.00037227352731861174,0.0004537909699138254,0.001957833766937256,0.002431809902191162,-0.2535368905626166,0.08269923657211412,-0.2553294766981834,0.03004221554284522,-0.14179604067081364,0.11669215859742367,0.45446163415908813,0.12843996286392212,0.26315560936927795,0.789201021194458,2.6068835258483887,0.9379177093505859,0.9935236573219299,-0.46861085295677185,0.38095414638519287,0.5945664644241333,0.08602317422628403,-0.9408472180366516,0.6233230829238892,0.047543782740831375,0.5253644585609436,0.8385106325149536,4.832812786102295,1.2812689542770386,1.9010241031646729,0.0036255251616239548,0.2856001853942871,0.20933613181114197,0.0009467671043239534,0.7398913502693176
Citeseer,reliability_gt,0:6,0,6,51,0.6440000534057617,1.7182809114456177,0.6390000581741333,"degree,local_similarity,neighbor_variance,rwse",True,4,128,-5.0,nan,2.131347179412842,standard,adamw,64,0.3,0.003,0.0001,500,100,val_acc,patience,0.006707907887175679,0.006685282103717327,0.006730533670634031,0.0001246848696609959,0.00015505796181969345,0.00015701778465881944,0.00022197049111127853,0.001228034496307373,0.0022625327110290527,0.1522144923263728,-0.18705345889516498,0.10965878429574935,-0.04160510724991441,-0.20317116577026428,-0.15501239553859214,0.6763616800308228,0.13468708097934723,0.3815072476863861,0.9813427329063416,3.2528469562530518,1.4748950004577637,2.1474192142486572,-0.4060964584350586,0.29351168870925903,0.6284003853797913,0.09121774882078171,-0.919447124004364,0.7203064560890198,0.056961171329021454,0.6328558325767517,0.9648551344871521,6.21218204498291,2.321389675140381,4.203620910644531,0.10725418478250504,0.632416844367981,0.2124129980802536,0.13015864789485931,0.997830331325531
Citeseer,reliability_gt,0:7,0,7,108,0.6500000357627869,1.9940097332000732,0.6330000162124634,"degree,local_similarity,neighbor_variance,rwse",True,4,128,-5.0,nan,2.9055051803588867,standard,adamw,64,0.3,0.003,0.0001,500,100,val_acc,patience,0.006822113413363695,0.006682765204459429,0.0069614616222679615,0.00029867287958040833,0.00022825441556051373,0.0003416414256207645,0.00032792086130939424,0.0018497109413146973,0.0022926032543182373,0.1956245293713744,-0.0040033921371979315,0.18437705237104707,-0.32767971469113544,-0.06990881520067568,0.004844728698861374,0.584510087966919,0.14081405103206635,0.27129796147346497,0.8492851853370667,3.0647940635681152,1.219843864440918,1.7755107879638672,-0.43955978751182556,0.3872808516025543,0.6264930367469788,0.06095268204808235,-0.9729723930358887,0.6298584342002869,0.031556397676467896,0.5167614221572876,0.7145964503288269,5.742307186126709,1.813194751739502,3.4900689125061035,0.09385283291339874,0.5391618013381958,0.2500717043876648,0.025834519416093826,0.9839739203453064
Citeseer,reliability_gt,0:8,0,8,75,0.6420000195503235,1.9847418069839478,0.628000020980835,"degree,local_similarity,neighbor_variance,rwse",True,4,128,-5.0,nan,2.4752490520477295,standard,adamw,64,0.3,0.003,0.0001,500,100,val_acc,patience,0.007004493148997426,0.006684405263513327,0.007324581034481525,0.0003216283512301743,0.0003897493297699839,0.00034265167778357863,0.0004925235407426953,0.0020124316215515137,0.0024071037769317627,-0.14415442588889937,0.007042827790053701,-0.11983345708658343,0.2179999689617909,-0.0044638860771623445,0.007838405556568702,0.5667212009429932,0.15043574571609497,0.20774096250534058,0.8407682180404663,3.0344932079315186,1.1321181058883667,1.8387353420257568,-0.5282805562019348,0.3845539391040802,0.520180881023407,0.06482862681150436,-0.9656606316566467,0.5718634128570557,0.03928883746266365,0.32840457558631897,0.6906694173812866,5.684432506561279,1.7440552711486816,3.6126420497894287,-0.0909004807472229,0.5615790486335754,0.2615826427936554,0.08707734197378159,0.990867018699646
Citeseer,reliability_gt,0:9,0,9,44,0.656000018119812,1.6503645181655884,0.6300000548362732,"degree,local_similarity,neighbor_variance,rwse",True,4,128,-5.0,nan,2.046412467956543,standard,adamw,64,0.3,0.003,0.0001,500,100,val_acc,patience,0.006771452259272337,0.006689880974590778,0.006853023543953896,0.000280547421425581,0.00027759603108279407,0.00030685050296597183,0.0003512477851472795,0.001611948013305664,0.002050548791885376,0.017925993129948557,-0.14272954892997597,0.017817450644030466,-0.08321160340459398,-0.21843679051377476,-0.07182592011109122,0.6634839177131653,0.12205173075199127,0.37001028656959534,0.9423227310180664,2.8513097763061523,1.1445709466934204,1.747432827949524,-0.47100335359573364,0.2774812579154968,0.6626096963882446,0.08909504860639572,-0.9247496128082275,0.7408090233802795,0.06788908690214157,0.6193999648094177,0.9440997838973999,5.425138473510742,1.6265321969985962,3.4057705402374268,-0.017257120460271835,0.586158812046051,0.17621438205242157,0.12062061578035355,0.9405457377433777
